new number,speaker,content
279,A.S.,"Trial 1: we used a whole orange as electrolyte, magnesium as -ve electrode and copper as +ve electrode. The coltage is about 1.3V Trial 2: We cut the orange into pieces and connected them in a circuit but we didn't connect the electrode in a - to + to - to +...way. The voltage was smaller than trial 1. So if the electrode were not coherent, the current is reduced. Trail 3: we cut the orange into pieces and connected each separate piece to the multimeter in a circuit of its own. like this. The voltage remains small. orange || (V)=orange || orange Trial 4: We queezed some orange juice as the electrolyte. The voltage was smaller than in trial 1 Trial 5: We tried to use lemons and connected them in a the same circuit in a - to + to - to +...way. The voltage increased. Trial 6: We tried to use potatoes pieces in the same way. The voltage further increased. Potato flesh is firmer than orag=nge or lemon flesh. So a larger(denser) contact surface facilitates the flow of ions and gives a higher voltage. /our highest voltage is about 3.5 V"
280,S.T.,"Trial 1: we used a whole orange as electrolyte, magnesium as -ve electrode and copper as +ve electrode. The coltage is about 1.3V Trial 2: We cut the orange into pieces and connected them in a circuit but we didn't connect the electrode in a - to + to - to +...way. The voltage was smaller than trial 1. So if the electrode were not coherent, the current is reduced. Trail 3: we cut the orange into pieces and connected each separate piece to the multimeter in a circuit of its own. like this. The voltage remains small. orange || (V)=orange || orange Trial 4: We queezed some orange juice as the electrolyte. The voltage was smaller than in trial 1 Trial 5: We tried to use lemons and connected them in a the same circuit in a - to + to - to +...way. The voltage increased. Trial 6: We tried to use potatoes pieces in the same way. The voltage further increased. Potato flesh is firmer than orag=nge or lemon flesh. So a larger(denser) contact surface facilitates the flow of ions and gives a higher voltage. /our highest voltage is about 3.5 V"
281,A.S.,"if it is hydrogen gas generated from the set-up, will it affect the set-up if it continue to accumulate?"
282,A.S.,"i think that the solution will still conduct electricity, as it is an aquaeous solution and there are mobile ions. And for the copper, I think it won't affect, as it is the positive electrode of the set-up."
283,A.S.,"Opinion strong acid contains more mobile ions, and conduct electricity better, therefore will have less resistance, voltage reading is higher"
284,A.S.,"Opinion i think the main component of the cell which depends the voltage are the metal strips,acting as positive nad negative electrode, the fruit are just to provide electrolyte for the cell, it is fine if mobile ions are present"
285,A.S.,"kf:support support=""I need to understand"" ID=""7"">Is the fume from the magnesium strip or from the acid? "
286,A.S.,"Observation The magnesium strip was pulled out at the end of the video, what will happen if the magnesium strip was not pulled out? will the set-up be dangerous(the reaction between acid and metal is exothermic)? will it still conduct electricity? "
287,R.C.,"New information Nitrogen tetroxide (N2O4) and hydrazine (N2H4). Used in military, orbital and deep space rockets, because both liquids are storable for long periods at reasonable temperatures and pressures.The major inconvenience is that these propellants are highly toxic, hence they require careful handling. Hydrazine also decomposes energetically to nitrogen, hydrogen, and ammonia, making it a fairly good monopropellant."
288,R.C.,"I need to understand I don't really understand the chemical equations, can you explain a bit more? Thanks! p.s. Shall the title be Food decay instead of Tooth decay?"
289,R.K.,"ethanol, which is the main substance in wine, is oxidized by air to form ethanoeic acid. Oxygen is air is reduced to form water. "
290,R.C.,I need to understand Does it also has a pungent smell? As ethanoic acid gives vinegar its sour taste and pungenet smell.
291,R.N.,I need to understand why could lead(II) ethanoate be used to test for the presence of bromine gas? what is the principle behind!? 
292,E.M.,"In this video clip, lead(II) bromide is decomposed by electricity. Chemical equation PbBr2(l) --> Pb(l) + Br2(g) In the reaction, lead(II) ions is reduced to metal lead, and bromide ion is oxidized to bromine gas. This is a redox reaction. The silvery metal in molten state is lead. The brown gas is the bromine gas. The filter paper is to test for any brown gas formed. "
293,E.M.,"For the extraction of sodium: Chemical equation 2NaCl(l) --> 2Na(l) + Cl2(g) 2Cl-(l) --> Cl2(g) + 2e- Na+(l) +e- --> Na(l) Through electrolysis, sodium ion is reduced to sodium metal, and chloride ion is oxidized to chlorine gas. This is a redox reaction. The ore is sodium chloride. Solid sodium chloride melts at 800oC. Sodium metal will be formed at the cathode, and chlorine gas will be formed at the anode. From the above example, it is obversved that: Oxidation takes place at the anode and reduction takes place at the cathode. The cations attach to the cathode and the anions attach to the anode. Actually, it is possible to obtain sodium by heating it with a reducing agent. However, as sodium is a very reactive metal, a lot of heat evergy is required. A lot of money is needed. The method of electrolysis requires less energy, and less money is needed. Therefore, nowadays, most of the companies prefer electrolysis, but not heating the metal with a reducing agent."
294,R.K.,"I think I should change the state symbol into (l) instead of (s), as after the equation the lead form is in molten state. However, I don't think it is (aq), as (aq) mean something disslove in water."
295,R.N.,Reducation occurred at the negatively charged cathode i.e. hydrogen is produced Oxidation occurred at the positively charged anode i.e. oxygen is produced
296,E.M.,"I agree with Gloria, but i don't think electrolysis is needed. As gold is a very stable metal, i think that displacement reaction or heating gold with a reducing agent is able to obtain gold aready."
297,D.L.,"I need to understand when we eating a 'brown' apple, usually I will feel it is a bit bitter than the normal apple. Is it related to the substance that formed on the surface of the apple? Are there any ways to improve the taste of the brown parts of the apple?"
298,B.C.,"I need to understand The osmotic reaction you meant, is it like, the water in the apple is driven into the solution to lower its concentration, and by this, the water in the apple is reduced, so the chance of browning decreased? If this is the way, will the browning of apple/oxidation process still occur under the concentrated solution? Or is it the concentrated solution completely blocks the way of oxidation to occur? If we don't eat the apple after placing it under the concentrated solution for a long time, will it become smaller and smaller due to the continuous loss of water content in the apple (provided that the concentrated solution is very concnetrated)? Though the water in the apple is driven away, there is still water in the salt solution. Will it(water & oxygen) react with the apple in another way round?"
299,C.W.,"Actually, besides apples, pears, bananas, peaches and potatoes also contain an enzyme called polyphenol oxidase or tyrosinase that reacts with oxygen and iron-containing phenols that are also found these fruits. The oxidation reaction basically forms a sort of rust on the surface of the fruit. You see the browning when the fruit is cut or bruised because these actions damage the cell in the fruit, allowing oxygen in the air to react with the enzyme and other chemicals. How to prevent ??? The reaction can be slowed or prevented by inactivating the enzyme with heat (cooking), reducing the pH on the surface of the fruit (by adding lemon juice or another acid), reducing the amount of available oxygen (by putting cut fruit under water or vacuum packing it), or by adding certain preservative chemicals (like sulfur dioxide). New information using cutlery that has some corrosion (as is seen with lower quality steel knives) can increase the rate and amount of the browning by making more iron salts available for the reaction. "
300,R.K.,"New information Food decay is another example of redox, as carbohydrates is oxidized to be carbonxylic acid. Chemical equation C6H12O6 + O2 Å® C5H11O5COOH + H2O C6H12O6 + 2O2 Å® HOOCC4H8O4COOH + 2H2O"
301,R.K.,"Firstly, food decay generally means C6H12O6 turns into CO2. However, this reaction is turning C6H12O6 turns into acid. This is Tooth decay because, the acid form will react eith enamel and make it soluble, which means that the enamel is no longer strong. Secondly about the equation, I think this two diagram may look easier/simplier."
302,R.C.,"Thanks, Rose. I do understand much better now."
